ytid,start_time,class,set
7771,0,drum kit,train
694,0,drum kit,train
5166,0,drum kit,train
4278,0,drum kit,train
3517,0,drum kit,train
3271,0,drum kit,train
10428,0,drum kit,train
1466,0,drum kit,train
6309,0,drum kit,train
5628,0,drum kit,train
7759,0,drum kit,train
24,0,drum kit,train
6447,0,drum kit,train
9774,0,drum kit,train
2621,0,drum kit,train
4250,0,drum kit,train
10372,0,drum kit,train
4244,0,drum kit,train
6453,0,drum kit,train
30,0,drum kit,train
6335,0,drum kit,train
9006,0,drum kit,train
8318,0,drum kit,train
10414,0,drum kit,train
8697,0,drum kit,train
441,0,drum kit,train
9589,0,drum kit,train
327,0,drum kit,train
4907,0,drum kit,train
8683,0,drum kit,train
6876,0,drum kit,train
455,0,drum kit,train
7598,0,drum kit,train
6686,0,drum kit,train
3926,0,drum kit,train
4091,0,drum kit,train
3932,0,drum kit,train
8867,0,drum kit,train
469,0,drum kit,train
6692,0,drum kit,train
482,0,drum kit,train
1116,0,drum kit,train
6679,0,drum kit,train
8654,0,drum kit,train
5370,0,drum kit,train
5416,0,drum kit,train
8132,0,drum kit,train
9238,0,drum kit,train
1664,0,drum kit,train
5402,0,drum kit,train
3073,0,drum kit,train
3715,0,drum kit,train
5364,0,drum kit,train
1102,0,drum kit,train
496,0,drum kit,train
4052,0,drum kit,train
10164,0,drum kit,train
2423,0,drum kit,train
6645,0,drum kit,train
8668,0,drum kit,train
1894,0,drum kit,train
9210,0,drum kit,train
2345,0,drum kit,train
4720,0,drum kit,train
7229,0,drum kit,train
9204,0,drum kit,train
9562,0,drum kit,train
6651,0,drum kit,train
6889,0,drum kit,train
4046,0,drum kit,train
7228,0,drum kit,train
1881,0,drum kit,train
4721,0,drum kit,train
2350,0,drum kit,train
5359,0,drum kit,train
3728,0,drum kit,train
6650,0,drum kit,train
8669,0,drum kit,train
9577,0,drum kit,train
2422,0,drum kit,train
4053,0,drum kit,train
4735,0,drum kit,train
2344,0,drum kit,train
1895,0,drum kit,train
3072,0,drum kit,train
1665,0,drum kit,train
9239,0,drum kit,train
7572,0,drum kit,train
497,0,drum kit,train
1103,0,drum kit,train
8899,0,drum kit,train
3700,0,drum kit,train
8655,0,drum kit,train
7566,0,drum kit,train
6678,0,drum kit,train
1117,0,drum kit,train
1671,0,drum kit,train
4709,0,drum kit,train
2393,0,drum kit,train
6693,0,drum kit,train
4090,0,drum kit,train
3927,0,drum kit,train
6687,0,drum kit,train
8872,0,drum kit,train
7599,0,drum kit,train
1856,0,drum kit,train
2387,0,drum kit,train
3099,0,drum kit,train
4906,0,drum kit,train
6863,0,drum kit,train
8696,0,drum kit,train
4912,0,drum kit,train
31,0,drum kit,train
2634,0,drum kit,train
10415,0,drum kit,train
2152,0,drum kit,train
10401,0,drum kit,train
2146,0,drum kit,train
4537,0,drum kit,train
10367,0,drum kit,train
1329,0,drum kit,train
3516,0,drum kit,train
4279,0,drum kit,train
2608,0,drum kit,train
1301,0,drum kit,train
695,0,drum kit,train
7770,0,drum kit,train
1467,0,drum kit,train
10429,0,drum kit,train
5615,0,drum kit,train
7002,0,drum kit,train
1473,0,drum kit,train
681,0,drum kit,train
1315,0,drum kit,train
7764,0,drum kit,train
3502,0,drum kit,train
5198,0,drum kit,train
4286,0,drum kit,train
7957,0,drum kit,train
6491,0,drum kit,train
1498,0,drum kit,train
5826,0,drum kit,train
2191,0,drum kit,train
2185,0,drum kit,train
118,0,drum kit,train
7943,0,drum kit,train
8480,0,drum kit,train
656,0,drum kit,train
130,0,drum kit,train
124,0,drum kit,train
8494,0,drum kit,train
642,0,drum kit,train
905,0,drum kit,train
7638,0,drum kit,train
9615,0,drum kit,train
10207,0,drum kit,train
2740,0,drum kit,train
4331,0,drum kit,train
2998,0,drum kit,train
5991,0,drum kit,train
3338,0,drum kit,train
5749,0,drum kit,train
2026,0,drum kit,train
9173,0,drum kit,train
9167,0,drum kit,train
5985,0,drum kit,train
2032,0,drum kit,train
2754,0,drum kit,train
911,0,drum kit,train
6532,0,drum kit,train
5013,0,drum kit,train
3462,0,drum kit,train
939,0,drum kit,train
8537,0,drum kit,train
9629,0,drum kit,train
1275,0,drum kit,train
5775,0,drum kit,train
3310,0,drum kit,train
1507,0,drum kit,train
8245,0,drum kit,train
8523,0,drum kit,train
2768,0,drum kit,train
5007,0,drum kit,train
2783,0,drum kit,train
7823,0,drum kit,train
6283,0,drum kit,train
5952,0,drum kit,train
7837,0,drum kit,train
2797,0,drum kit,train
9832,0,drum kit,train
2967,0,drum kit,train
8286,0,drum kit,train
9198,0,drum kit,train
6042,0,drum kit,train
9371,0,drum kit,train
2224,0,drum kit,train
4655,0,drum kit,train
4133,0,drum kit,train
2542,0,drum kit,train
10005,0,drum kit,train
9403,0,drum kit,train
3890,0,drum kit,train
5239,0,drum kit,train
5577,0,drum kit,train
3106,0,drum kit,train
8053,0,drum kit,train
7360,0,drum kit,train
1711,0,drum kit,train
1077,0,drum kit,train
8735,0,drum kit,train
3660,0,drum kit,train
5211,0,drum kit,train
10039,0,drum kit,train
3674,0,drum kit,train
8721,0,drum kit,train
7412,0,drum kit,train
7374,0,drum kit,train
9359,0,drum kit,train
1705,0,drum kit,train
5563,0,drum kit,train
4696,0,drum kit,train
6081,0,drum kit,train
1936,0,drum kit,train
3847,0,drum kit,train
2581,0,drum kit,train
3853,0,drum kit,train
508,0,drum kit,train
1922,0,drum kit,train
4682,0,drum kit,train
8090,0,drum kit,train
6903,0,drum kit,train
520,0,drum kit,train
252,0,drum kit,train
8084,0,drum kit,train
522,0,drum kit,train
4870,0,drum kit,train
8092,0,drum kit,train
1908,0,drum kit,train
244,0,drum kit,train
8086,0,drum kit,train
250,0,drum kit,train
9398,0,drum kit,train
536,0,drum kit,train
8938,0,drum kit,train
6915,0,drum kit,train
8910,0,drum kit,train
278,0,drum kit,train
6083,0,drum kit,train
6097,0,drum kit,train
6929,0,drum kit,train
2597,0,drum kit,train
5213,0,drum kit,train
7404,0,drum kit,train
9429,0,drum kit,train
1075,0,drum kit,train
1713,0,drum kit,train
287,0,drum kit,train
8051,0,drum kit,train
7362,0,drum kit,train
3104,0,drum kit,train
5575,0,drum kit,train
293,0,drum kit,train
6068,0,drum kit,train
7376,0,drum kit,train
7410,0,drum kit,train
2568,0,drum kit,train
5207,0,drum kit,train
3676,0,drum kit,train
7438,0,drum kit,train
6726,0,drum kit,train
1049,0,drum kit,train
2540,0,drum kit,train
4131,0,drum kit,train
3138,0,drum kit,train
4657,0,drum kit,train
9373,0,drum kit,train
6054,0,drum kit,train
9367,0,drum kit,train
4643,0,drum kit,train
2554,0,drum kit,train
3892,0,drum kit,train
4125,0,drum kit,train
8290,0,drum kit,train
9824,0,drum kit,train
734,0,drum kit,train
2971,0,drum kit,train
8284,0,drum kit,train
5950,0,drum kit,train
2781,0,drum kit,train
2959,0,drum kit,train
9818,0,drum kit,train
708,0,drum kit,train
7835,0,drum kit,train
6295,0,drum kit,train
4482,0,drum kit,train
5777,0,drum kit,train
7160,0,drum kit,train
1511,0,drum kit,train
6518,0,drum kit,train
7606,0,drum kit,train
8535,0,drum kit,train
3460,0,drum kit,train
5005,0,drum kit,train
1263,0,drum kit,train
7612,0,drum kit,train
8521,0,drum kit,train
8247,0,drum kit,train
1505,0,drum kit,train
5763,0,drum kit,train
3312,0,drum kit,train
9171,0,drum kit,train
2024,0,drum kit,train
4455,0,drum kit,train
5993,0,drum kit,train
10205,0,drum kit,train
2742,0,drum kit,train
9617,0,drum kit,train
907,0,drum kit,train
6530,0,drum kit,train
3448,0,drum kit,train
4327,0,drum kit,train
10211,0,drum kit,train
2030,0,drum kit,train
5987,0,drum kit,train
7148,0,drum kit,train
9165,0,drum kit,train
1539,0,drum kit,train
132,0,drum kit,train
5818,0,drum kit,train
2811,0,drum kit,train
7969,0,drum kit,train
654,0,drum kit,train
8482,0,drum kit,train
9788,0,drum kit,train
9950,0,drum kit,train
2805,0,drum kit,train
2193,0,drum kit,train
7955,0,drum kit,train
9978,0,drum kit,train
4284,0,drum kit,train
2839,0,drum kit,train
6487,0,drum kit,train
7941,0,drum kit,train
7799,0,drum kit,train
3299,0,drum kit,train
3272,0,drum kit,train
1465,0,drum kit,train
7014,0,drum kit,train
8327,0,drum kit,train
7772,0,drum kit,train
697,0,drum kit,train
5165,0,drum kit,train
10359,0,drum kit,train
5171,0,drum kit,train
3500,0,drum kit,train
7766,0,drum kit,train
6478,0,drum kit,train
683,0,drum kit,train
1471,0,drum kit,train
7000,0,drum kit,train
2178,0,drum kit,train
9005,0,drum kit,train
7028,0,drum kit,train
10417,0,drum kit,train
2150,0,drum kit,train
10371,0,drum kit,train
2636,0,drum kit,train
5159,0,drum kit,train
4247,0,drum kit,train
3528,0,drum kit,train
33,0,drum kit,train
6450,0,drum kit,train
8469,0,drum kit,train
867,0,drum kit,train
6444,0,drum kit,train
27,0,drum kit,train
7982,0,drum kit,train
10365,0,drum kit,train
10403,0,drum kit,train
2144,0,drum kit,train
9011,0,drum kit,train
6875,0,drum kit,train
456,0,drum kit,train
8858,0,drum kit,train
4904,0,drum kit,train
324,0,drum kit,train
1868,0,drum kit,train
10198,0,drum kit,train
442,0,drum kit,train
3931,0,drum kit,train
5398,0,drum kit,train
4086,0,drum kit,train
8864,0,drum kit,train
1698,0,drum kit,train
4938,0,drum kit,train
318,0,drum kit,train
1854,0,drum kit,train
8870,0,drum kit,train
3925,0,drum kit,train
4079,0,drum kit,train
5367,0,drum kit,train
2408,0,drum kit,train
495,0,drum kit,train
8125,0,drum kit,train
7216,0,drum kit,train
1667,0,drum kit,train
3070,0,drum kit,train
3064,0,drum kit,train
7202,0,drum kit,train
1673,0,drum kit,train
481,0,drum kit,train
1115,0,drum kit,train
7564,0,drum kit,train
3702,0,drum kit,train
9561,0,drum kit,train
4045,0,drum kit,train
2434,0,drum kit,train
10173,0,drum kit,train
2352,0,drum kit,train
4723,0,drum kit,train
8119,0,drum kit,train
1883,0,drum kit,train
9207,0,drum kit,train
1897,0,drum kit,train
6120,0,drum kit,train
5429,0,drum kit,train
3058,0,drum kit,train
4051,0,drum kit,train
1129,0,drum kit,train
6646,0,drum kit,train
4736,0,drum kit,train
5428,0,drum kit,train
9212,0,drum kit,train
6121,0,drum kit,train
1896,0,drum kit,train
9574,0,drum kit,train
2421,0,drum kit,train
4050,0,drum kit,train
2435,0,drum kit,train
9206,0,drum kit,train
6135,0,drum kit,train
8118,0,drum kit,train
1882,0,drum kit,train
2353,0,drum kit,train
7203,0,drum kit,train
8130,0,drum kit,train
3065,0,drum kit,train
5372,0,drum kit,train
3703,0,drum kit,train
7565,0,drum kit,train
8656,0,drum kit,train
1114,0,drum kit,train
480,0,drum kit,train
8642,0,drum kit,train
494,0,drum kit,train
5366,0,drum kit,train
8124,0,drum kit,train
1855,0,drum kit,train
6684,0,drum kit,train
6690,0,drum kit,train
6848,0,drum kit,train
4087,0,drum kit,train
5399,0,drum kit,train
4939,0,drum kit,train
2390,0,drum kit,train
1841,0,drum kit,train
1869,0,drum kit,train
325,0,drum kit,train
443,0,drum kit,train
6860,0,drum kit,train
8695,0,drum kit,train
10199,0,drum kit,train
457,0,drum kit,train
6874,0,drum kit,train
8681,0,drum kit,train
331,0,drum kit,train
7983,0,drum kit,train
6445,0,drum kit,train
26,0,drum kit,train
8468,0,drum kit,train
866,0,drum kit,train
2145,0,drum kit,train
10402,0,drum kit,train
4534,0,drum kit,train
2151,0,drum kit,train
6337,0,drum kit,train
1458,0,drum kit,train
6451,0,drum kit,train
9762,0,drum kit,train
872,0,drum kit,train
4246,0,drum kit,train
2637,0,drum kit,train
10370,0,drum kit,train
682,0,drum kit,train
8454,0,drum kit,train
7767,0,drum kit,train
10358,0,drum kit,train
2179,0,drum kit,train
5616,0,drum kit,train
4508,0,drum kit,train
8332,0,drum kit,train
7001,0,drum kit,train
1470,0,drum kit,train
7015,0,drum kit,train
9038,0,drum kit,train
1464,0,drum kit,train
5602,0,drum kit,train
3273,0,drum kit,train
3515,0,drum kit,train
5164,0,drum kit,train
696,0,drum kit,train
7773,0,drum kit,train
7940,0,drum kit,train
2838,0,drum kit,train
5831,0,drum kit,train
5825,0,drum kit,train
2192,0,drum kit,train
7954,0,drum kit,train
6492,0,drum kit,train
899,0,drum kit,train
8497,0,drum kit,train
9951,0,drum kit,train
641,0,drum kit,train
9789,0,drum kit,train
9945,0,drum kit,train
2810,0,drum kit,train
2757,0,drum kit,train
4326,0,drum kit,train
3449,0,drum kit,train
1538,0,drum kit,train
9164,0,drum kit,train
2031,0,drum kit,train
5992,0,drum kit,train
2025,0,drum kit,train
6243,0,drum kit,train
9170,0,drum kit,train
8508,0,drum kit,train
6525,0,drum kit,train
2743,0,drum kit,train
10204,0,drum kit,train
3313,0,drum kit,train
4468,0,drum kit,train
2019,0,drum kit,train
5010,0,drum kit,train
3461,0,drum kit,train
8534,0,drum kit,train
7607,0,drum kit,train
6519,0,drum kit,train
1276,0,drum kit,train
7834,0,drum kit,train
709,0,drum kit,train
2794,0,drum kit,train
6280,0,drum kit,train
2958,0,drum kit,train
7820,0,drum kit,train
2970,0,drum kit,train
7808,0,drum kit,train
8285,0,drum kit,train
5979,0,drum kit,train
8291,0,drum kit,train
9831,0,drum kit,train
2233,0,drum kit,train
4642,0,drum kit,train
9400,0,drum kit,train
6733,0,drum kit,train
4124,0,drum kit,train
3893,0,drum kit,train
2555,0,drum kit,train
9414,0,drum kit,train
7439,0,drum kit,train
9372,0,drum kit,train
2227,0,drum kit,train
5548,0,drum kit,train
4656,0,drum kit,train
3139,0,drum kit,train
292,0,drum kit,train
3677,0,drum kit,train
4118,0,drum kit,train
5206,0,drum kit,train
2569,0,drum kit,train
8722,0,drum kit,train
1074,0,drum kit,train
5212,0,drum kit,train
7363,0,drum kit,train
8050,0,drum kit,train
286,0,drum kit,train
6096,0,drum kit,train
1921,0,drum kit,train
7388,0,drum kit,train
3850,0,drum kit,train
2596,0,drum kit,train
3688,0,drum kit,train
6928,0,drum kit,train
8911,0,drum kit,train
2582,0,drum kit,train
9399,0,drum kit,train
251,0,drum kit,train
8939,0,drum kit,train
6900,0,drum kit,train
245,0,drum kit,train
8093,0,drum kit,train
1909,0,drum kit,train
4871,0,drum kit,train
4868,0,drum kit,train
9394,0,drum kit,train
8934,0,drum kit,train
6919,0,drum kit,train
3875,0,drum kit,train
9380,0,drum kit,train
7385,0,drum kit,train
260,0,drum kit,train
4854,0,drum kit,train
5592,0,drum kit,train
3685,0,drum kit,train
8908,0,drum kit,train
1092,0,drum kit,train
6925,0,drum kit,train
1086,0,drum kit,train
3691,0,drum kit,train
3849,0,drum kit,train
1938,0,drum kit,train
10023,0,drum kit,train
4115,0,drum kit,train
6702,0,drum kit,train
9431,0,drum kit,train
1079,0,drum kit,train
9425,0,drum kit,train
2570,0,drum kit,train
10037,0,drum kit,train
4101,0,drum kit,train
4667,0,drum kit,train
2216,0,drum kit,train
6070,0,drum kit,train
4897,0,drum kit,train
5551,0,drum kit,train
6058,0,drum kit,train
8075,0,drum kit,train
7346,0,drum kit,train
8713,0,drum kit,train
7420,0,drum kit,train
1051,0,drum kit,train
5237,0,drum kit,train
2558,0,drum kit,train
3646,0,drum kit,train
4129,0,drum kit,train
5223,0,drum kit,train
3652,0,drum kit,train
8707,0,drum kit,train
1045,0,drum kit,train
9419,0,drum kit,train
8061,0,drum kit,train
4883,0,drum kit,train
9828,0,drum kit,train
738,0,drum kit,train
5960,0,drum kit,train
7811,0,drum kit,train
2969,0,drum kit,train
9814,0,drum kit,train
7839,0,drum kit,train
1290,0,drum kit,train
5948,0,drum kit,train
5790,0,drum kit,train
6299,0,drum kit,train
7187,0,drum kit,train
7193,0,drum kit,train
5784,0,drum kit,train
2955,0,drum kit,train
3493,0,drum kit,train
9800,0,drum kit,train
710,0,drum kit,train
9633,0,drum kit,train
6500,0,drum kit,train
923,0,drum kit,train
4317,0,drum kit,train
3478,0,drum kit,train
2766,0,drum kit,train
2000,0,drum kit,train
7178,0,drum kit,train
1509,0,drum kit,train
6266,0,drum kit,train
2014,0,drum kit,train
4465,0,drum kit,train
4303,0,drum kit,train
3444,0,drum kit,train
5035,0,drum kit,train
1253,0,drum kit,train
8277,0,drum kit,train
2028,0,drum kit,train
3336,0,drum kit,train
4459,0,drum kit,train
1521,0,drum kit,train
1247,0,drum kit,train
7636,0,drum kit,train
2996,0,drum kit,train
3450,0,drum kit,train
5021,0,drum kit,train
10396,0,drum kit,train
7971,0,drum kit,train
9784,0,drum kit,train
5800,0,drum kit,train
5814,0,drum kit,train
658,0,drum kit,train
880,0,drum kit,train
9948,0,drum kit,train
670,0,drum kit,train
9960,0,drum kit,train
5182,0,drum kit,train
3295,0,drum kit,train
116,0,drum kit,train
102,0,drum kit,train
1496,0,drum kit,train
3281,0,drum kit,train
5828,0,drum kit,train
2821,0,drum kit,train
4288,0,drum kit,train
7959,0,drum kit,train
7781,0,drum kit,train
857,0,drum kit,train
8459,0,drum kit,train
9747,0,drum kit,train
2612,0,drum kit,train
4505,0,drum kit,train
2174,0,drum kit,train
6312,0,drum kit,train
9035,0,drum kit,train
6306,0,drum kit,train
1469,0,drum kit,train
4511,0,drum kit,train
5169,0,drum kit,train
10341,0,drum kit,train
2606,0,drum kit,train
4277,0,drum kit,train
843,0,drum kit,train
5141,0,drum kit,train
3530,0,drum kit,train
8465,0,drum kit,train
1327,0,drum kit,train
8303,0,drum kit,train
4539,0,drum kit,train
3256,0,drum kit,train
3242,0,drum kit,train
5633,0,drum kit,train
1455,0,drum kit,train
7024,0,drum kit,train
8317,0,drum kit,train
7742,0,drum kit,train
1333,0,drum kit,train
328,0,drum kit,train
1864,0,drum kit,train
8698,0,drum kit,train
9586,0,drum kit,train
8840,0,drum kit,train
10194,0,drum kit,train
6879,0,drum kit,train
9592,0,drum kit,train
8854,0,drum kit,train
4908,0,drum kit,train
314,0,drum kit,train
1680,0,drum kit,train
3097,0,drum kit,train
4920,0,drum kit,train
3929,0,drum kit,train
6851,0,drum kit,train
7597,0,drum kit,train
472,0,drum kit,train
6845,0,drum kit,train
8868,0,drum kit,train
3083,0,drum kit,train
300,0,drum kit,train
6110,0,drum kit,train
9223,0,drum kit,train
5419,0,drum kit,train
2376,0,drum kit,train
4061,0,drum kit,train
2410,0,drum kit,train
10157,0,drum kit,train
9545,0,drum kit,train
8883,0,drum kit,train
1119,0,drum kit,train
7568,0,drum kit,train
9551,0,drum kit,train
499,0,drum kit,train
4075,0,drum kit,train
2404,0,drum kit,train
4713,0,drum kit,train
8129,0,drum kit,train
6104,0,drum kit,train
5425,0,drum kit,train
3054,0,drum kit,train
7232,0,drum kit,train
1125,0,drum kit,train
6892,0,drum kit,train
7554,0,drum kit,train
4049,0,drum kit,train
3726,0,drum kit,train
2438,0,drum kit,train
6886,0,drum kit,train
8673,0,drum kit,train
8115,0,drum kit,train
7226,0,drum kit,train
1657,0,drum kit,train
5431,0,drum kit,train
3040,0,drum kit,train
7541,0,drum kit,train
8672,0,drum kit,train
5356,0,drum kit,train
2439,0,drum kit,train
4048,0,drum kit,train
3041,0,drum kit,train
6139,0,drum kit,train
1656,0,drum kit,train
8114,0,drum kit,train
1642,0,drum kit,train
8100,0,drum kit,train
3055,0,drum kit,train
5424,0,drum kit,train
3733,0,drum kit,train
8666,0,drum kit,train
6893,0,drum kit,train
9578,0,drum kit,train
10142,0,drum kit,train
4074,0,drum kit,train
498,0,drum kit,train
8896,0,drum kit,train
9550,0,drum kit,train
6663,0,drum kit,train
9236,0,drum kit,train
6105,0,drum kit,train
4712,0,drum kit,train
4706,0,drum kit,train
2377,0,drum kit,train
9222,0,drum kit,train
6111,0,drum kit,train
7569,0,drum kit,train
1118,0,drum kit,train
9544,0,drum kit,train
6677,0,drum kit,train
2411,0,drum kit,train
5395,0,drum kit,train
467,0,drum kit,train
7582,0,drum kit,train
6844,0,drum kit,train
301,0,drum kit,train
1695,0,drum kit,train
2388,0,drum kit,train
315,0,drum kit,train
473,0,drum kit,train
6688,0,drum kit,train
7596,0,drum kit,train
6850,0,drum kit,train
9593,0,drum kit,train
6878,0,drum kit,train
3900,0,drum kit,train
10181,0,drum kit,train
4909,0,drum kit,train
1871,0,drum kit,train
329,0,drum kit,train
10195,0,drum kit,train
8841,0,drum kit,train
8699,0,drum kit,train
9008,0,drum kit,train
5632,0,drum kit,train
3243,0,drum kit,train
1332,0,drum kit,train
1326,0,drum kit,train
8464,0,drum kit,train
10368,0,drum kit,train
5140,0,drum kit,train
5626,0,drum kit,train
2149,0,drum kit,train
4538,0,drum kit,train
8302,0,drum kit,train
7031,0,drum kit,train
1440,0,drum kit,train
2161,0,drum kit,train
4510,0,drum kit,train
7019,0,drum kit,train
1468,0,drum kit,train
2607,0,drum kit,train
5168,0,drum kit,train
2613,0,drum kit,train
16,0,drum kit,train
6475,0,drum kit,train
8458,0,drum kit,train
9020,0,drum kit,train
2175,0,drum kit,train
10432,0,drum kit,train
4504,0,drum kit,train
5829,0,drum kit,train
7780,0,drum kit,train
665,0,drum kit,train
7958,0,drum kit,train
4289,0,drum kit,train
2834,0,drum kit,train
9961,0,drum kit,train
117,0,drum kit,train
1483,0,drum kit,train
3294,0,drum kit,train
5815,0,drum kit,train
9791,0,drum kit,train
659,0,drum kit,train
895,0,drum kit,train
9785,0,drum kit,train
10397,0,drum kit,train
2808,0,drum kit,train
5801,0,drum kit,train
1520,0,drum kit,train
8262,0,drum kit,train
7151,0,drum kit,train
3337,0,drum kit,train
2029,0,drum kit,train
5746,0,drum kit,train
10208,0,drum kit,train
3451,0,drum kit,train
8504,0,drum kit,train
1246,0,drum kit,train
6529,0,drum kit,train
8510,0,drum kit,train
7623,0,drum kit,train
1252,0,drum kit,train
3445,0,drum kit,train
3323,0,drum kit,train
1534,0,drum kit,train
8276,0,drum kit,train
7145,0,drum kit,train
6273,0,drum kit,train
9140,0,drum kit,train
936,0,drum kit,train
8538,0,drum kit,train
10234,0,drum kit,train
10220,0,drum kit,train
9632,0,drum kit,train
6267,0,drum kit,train
9154,0,drum kit,train
1508,0,drum kit,train
4470,0,drum kit,train
5785,0,drum kit,train
1285,0,drum kit,train
711,0,drum kit,train
9801,0,drum kit,train
3492,0,drum kit,train
2954,0,drum kit,train
2940,0,drum kit,train
2798,0,drum kit,train
1291,0,drum kit,train
7838,0,drum kit,train
9815,0,drum kit,train
9183,0,drum kit,train
739,0,drum kit,train
9829,0,drum kit,train
8289,0,drum kit,train
9418,0,drum kit,train
1044,0,drum kit,train
8706,0,drum kit,train
3653,0,drum kit,train
4882,0,drum kit,train
3135,0,drum kit,train
7353,0,drum kit,train
8060,0,drum kit,train
1722,0,drum kit,train
8074,0,drum kit,train
1736,0,drum kit,train
3647,0,drum kit,train
2559,0,drum kit,train
1050,0,drum kit,train
8712,0,drum kit,train
4100,0,drum kit,train
10036,0,drum kit,train
2571,0,drum kit,train
9424,0,drum kit,train
7409,0,drum kit,train
9342,0,drum kit,train
6071,0,drum kit,train
5578,0,drum kit,train
3109,0,drum kit,train
2203,0,drum kit,train
9356,0,drum kit,train
6065,0,drum kit,train
6703,0,drum kit,train
2565,0,drum kit,train
3848,0,drum kit,train
6930,0,drum kit,train
1087,0,drum kit,train
275,0,drum kit,train
7390,0,drum kit,train
5587,0,drum kit,train
5593,0,drum kit,train
261,0,drum kit,train
7384,0,drum kit,train
6924,0,drum kit,train
1093,0,drum kit,train
3684,0,drum kit,train
8921,0,drum kit,train
3874,0,drum kit,train
249,0,drum kit,train
9381,0,drum kit,train
1905,0,drum kit,train
9395,0,drum kit,train
1907,0,drum kit,train
9383,0,drum kit,train
8923,0,drum kit,train
8937,0,drum kit,train
3862,0,drum kit,train
1913,0,drum kit,train
8089,0,drum kit,train
9397,0,drum kit,train
4843,0,drum kit,train
277,0,drum kit,train
1085,0,drum kit,train
511,0,drum kit,train
3692,0,drum kit,train
3686,0,drum kit,train
2598,0,drum kit,train
1091,0,drum kit,train
6926,0,drum kit,train
7386,0,drum kit,train
6098,0,drum kit,train
4857,0,drum kit,train
4664,0,drum kit,train
2215,0,drum kit,train
9340,0,drum kit,train
6073,0,drum kit,train
8738,0,drum kit,train
9426,0,drum kit,train
5208,0,drum kit,train
10020,0,drum kit,train
3679,0,drum kit,train
9432,0,drum kit,train
6701,0,drum kit,train
4670,0,drum kit,train
2201,0,drum kit,train
1720,0,drum kit,train
2229,0,drum kit,train
3889,0,drum kit,train
5220,0,drum kit,train
7437,0,drum kit,train
7423,0,drum kit,train
8710,0,drum kit,train
1052,0,drum kit,train
5234,0,drum kit,train
3645,0,drum kit,train
3123,0,drum kit,train
4894,0,drum kit,train
5552,0,drum kit,train
9368,0,drum kit,train
7812,0,drum kit,train
9181,0,drum kit,train
9195,0,drum kit,train
3490,0,drum kit,train
1287,0,drum kit,train
7190,0,drum kit,train
5787,0,drum kit,train
5793,0,drum kit,train
7184,0,drum kit,train
1293,0,drum kit,train
2942,0,drum kit,train
3484,0,drum kit,train
2771,0,drum kit,train
6517,0,drum kit,train
9624,0,drum kit,train
1278,0,drum kit,train
7609,0,drum kit,train
934,0,drum kit,train
6271,0,drum kit,train
9142,0,drum kit,train
5778,0,drum kit,train
3309,0,drum kit,train
4466,0,drum kit,train
2003,0,drum kit,train
4472,0,drum kit,train
8248,0,drum kit,train
6265,0,drum kit,train
6503,0,drum kit,train
2765,0,drum kit,train
9618,0,drum kit,train
8506,0,drum kit,train
5022,0,drum kit,train
5744,0,drum kit,train
3335,0,drum kit,train
8260,0,drum kit,train
7153,0,drum kit,train
1522,0,drum kit,train
8274,0,drum kit,train
7147,0,drum kit,train
3321,0,drum kit,train
4328,0,drum kit,train
2981,0,drum kit,train
3447,0,drum kit,train
2759,0,drum kit,train
10381,0,drum kit,train
5817,0,drum kit,train
5803,0,drum kit,train
10395,0,drum kit,train
7972,0,drum kit,train
9787,0,drum kit,train
8499,0,drum kit,train
2822,0,drum kit,train
7782,0,drum kit,train
1495,0,drum kit,train
3282,0,drum kit,train
1481,0,drum kit,train
7796,0,drum kit,train
9963,0,drum kit,train
5181,0,drum kit,train
2605,0,drum kit,train
10342,0,drum kit,train
840,0,drum kit,train
9988,0,drum kit,train
698,0,drum kit,train
9750,0,drum kit,train
8328,0,drum kit,train
4512,0,drum kit,train
3269,0,drum kit,train
2177,0,drum kit,train
6311,0,drum kit,train
9022,0,drum kit,train
854,0,drum kit,train
1318,0,drum kit,train
6477,0,drum kit,train
14,0,drum kit,train
10356,0,drum kit,train
8472,0,drum kit,train
1330,0,drum kit,train
7999,0,drum kit,train
5156,0,drum kit,train
2639,0,drum kit,train
3527,0,drum kit,train
4248,0,drum kit,train
3241,0,drum kit,train
10418,0,drum kit,train
6339,0,drum kit,train
7027,0,drum kit,train
1442,0,drum kit,train
8300,0,drum kit,train
7033,0,drum kit,train
3255,0,drum kit,train
5142,0,drum kit,train
1873,0,drum kit,train
10183,0,drum kit,train
9591,0,drum kit,train
459,0,drum kit,train
8857,0,drum kit,train
9585,0,drum kit,train
8843,0,drum kit,train
10197,0,drum kit,train
3916,0,drum kit,train
1867,0,drum kit,train
3080,0,drum kit,train
4937,0,drum kit,train
303,0,drum kit,train
7580,0,drum kit,train
465,0,drum kit,train
5383,0,drum kit,train
471,0,drum kit,train
4923,0,drum kit,train
2361,0,drum kit,train
4710,0,drum kit,train
7219,0,drum kit,train
9234,0,drum kit,train
6107,0,drum kit,train
9552,0,drum kit,train
8894,0,drum kit,train
3719,0,drum kit,train
10140,0,drum kit,train
2407,0,drum kit,train
5368,0,drum kit,train
4062,0,drum kit,train
10154,0,drum kit,train
9546,0,drum kit,train
6675,0,drum kit,train
2375,0,drum kit,train
4704,0,drum kit,train
7225,0,drum kit,train
8116,0,drum kit,train
